Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Online Approximate Matching with Non-local Distances,Combinatorial Pattern Matching,,,,10.1007/978-3-642-02441-2_13,Raphaël CliffordBenjamin Sach,2009,https://link.springer.com/chapter/10.1007/978-3-642-02441-2_13,Conference paper
A Critical Element-Guided Perturbation Strategy for Iterated Local Search,Evolutionary Computation in Combinatorial Optimization,,,,10.1007/978-3-642-01009-5_1,Zhipeng LüJin-Kao Hao,2009,https://link.springer.com/chapter/10.1007/978-3-642-01009-5_1,Conference paper
Instance Selection by Border Sampling in Multi-class Domains,Advanced Data Mining and Applications,,,,10.1007/978-3-642-03348-3_22,Guichong LiNathalie JapkowiczTrevor J. StockiR. Kurt Ungar,2009,https://link.springer.com/chapter/10.1007/978-3-642-03348-3_22,Conference paper
Fast Convolutions and Their Applications in Approximate String Matching,Combinatorial Algorithms,,,,10.1007/978-3-642-10217-2_26,Kimmo FredrikssonSzymon Grabowski,2009,https://link.springer.com/chapter/10.1007/978-3-642-10217-2_26,Conference paper
Digital Circularity and Its Applications,Combinatorial Image Analysis,,,,10.1007/978-3-642-10210-3_1,Partha BhowmickSahadev BeraBhargab B. Bhattacharya,2009,https://link.springer.com/chapter/10.1007/978-3-642-10210-3_1,Conference paper
Filtering Numerical CSPs Using Well-Constrained Subsystems,Principles and Practice of Constraint Programming - CP 2009,,,,10.1007/978-3-642-04244-7_15,Ignacio ArayaGilles TrombettoniBertrand Neveu,2009,https://link.springer.com/chapter/10.1007/978-3-642-04244-7_15,Conference paper
Finding Balanced Incomplete Block Designs with Metaheuristics,Evolutionary Computation in Combinatorial Optimization,,,,10.1007/978-3-642-01009-5_14,David Rodríguez RuedaCarlos CottaAntonio J. Fernández,2009,https://link.springer.com/chapter/10.1007/978-3-642-01009-5_14,Conference paper
Double-Base Number System for Multi-scalar Multiplications,Advances in Cryptology - EUROCRYPT 2009,,,,10.1007/978-3-642-01001-9_29,Christophe DocheDavid R. KohelFrancesco Sica,2009,https://link.springer.com/chapter/10.1007/978-3-642-01001-9_29,Conference paper
Noisy Multiobjective Optimization on a Budget of 250 Evaluations,Evolutionary Multi-Criterion Optimization,,,,10.1007/978-3-642-01020-0_8,Joshua KnowlesDavid CorneAlan Reynolds,2009,https://link.springer.com/chapter/10.1007/978-3-642-01020-0_8,Conference paper
Classical and Quantum Algorithms for Exponential Congruences,"Theory of Quantum Computation, Communication, and Cryptography",,,,10.1007/978-3-540-89304-2_1,Wim van DamIgor E. Shparlinski,2008,https://link.springer.com/chapter/10.1007/978-3-540-89304-2_1,Conference paper
Solving NP-Complete Problems with Quantum Search,LATIN 2008: Theoretical Informatics,,,,10.1007/978-3-540-78773-0_67,Martin Fürer,2008,https://link.springer.com/chapter/10.1007/978-3-540-78773-0_67,Conference paper
Quantum Entanglement Analysis Based on Abstract Interpretation,Static Analysis,,,,10.1007/978-3-540-69166-2_18,Simon Perdrix,2008,https://link.springer.com/chapter/10.1007/978-3-540-69166-2_18,Conference paper
Protein Sequence Motif Discovery on Distributed Supercomputer,Advances in Grid and Pervasive Computing,,,,10.1007/978-3-540-68083-3_24,Santan ChallaParimala Thulasiraman,2008,https://link.springer.com/chapter/10.1007/978-3-540-68083-3_24,Conference paper
A New Hybrid Ant Colony Optimization Algorithm for the Traveling Salesman Problem,Advanced Intelligent Computing Theories and Applications. With Aspects of Artificial Intelligence,,,,10.1007/978-3-540-85984-0_19,Xiaoxia ZhangLixin Tang,2008,https://link.springer.com/chapter/10.1007/978-3-540-85984-0_19,Conference paper
A Hybrid Constraint Programming / Local Search Approach to the Job-Shop Scheduling Problem,Integration of AI and OR Techniques in Constraint Programming for Combinatorial Optimization Problems,,,,10.1007/978-3-540-68155-7_21,Jean-Paul WatsonJ. Christopher Beck,2008,https://link.springer.com/chapter/10.1007/978-3-540-68155-7_21,Conference paper
Quantum Random Walks – New Method for Designing Quantum Algorithms,SOFSEM 2008: Theory and Practice of Computer Science,,,,10.1007/978-3-540-77566-9_1,Andris Ambainis,2008,https://link.springer.com/chapter/10.1007/978-3-540-77566-9_1,Conference paper
Blurred Image Detection and Classification,Advances in Multimedia Modeling,,,,10.1007/978-3-540-77409-9_26,Ping HsuBing-Yu Chen,2008,https://link.springer.com/chapter/10.1007/978-3-540-77409-9_26,Conference paper
An Efficient Algorithm for Workflow Graph Structural Verification,On the Move to Meaningful Internet Systems: OTM 2008,,,,10.1007/978-3-540-88871-0_26,Fodé TouréKarim BaïnaKhalid Benali,2008,https://link.springer.com/chapter/10.1007/978-3-540-88871-0_26,Conference paper
Superpolynomial Speedups Based on Almost Any Quantum Circuit,"Automata, Languages and Programming",,,,10.1007/978-3-540-70575-8_64,Sean HallgrenAram W. Harrow,2008,https://link.springer.com/chapter/10.1007/978-3-540-70575-8_64,Conference paper
Parallel Quantum Computer Simulation on the CUDA Architecture,Computational Science – ICCS 2008,,,,10.1007/978-3-540-69384-0_75,Eladio GutierrezSergio RomeroMaria A. TrenasEmilio L. Zapata,2008,https://link.springer.com/chapter/10.1007/978-3-540-69384-0_75,Conference paper
Monitoring the Full Range of ω-Regular Properties of Stochastic Systems,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-540-93900-9_12,Kalpana GondiYogeshkumar PatelA. Prasad Sistla,2008,https://link.springer.com/chapter/10.1007/978-3-540-93900-9_12,Conference paper
The Quantum Complexity of Group Testing,SOFSEM 2008: Theory and Practice of Computer Science,,,,10.1007/978-3-540-77566-9_44,Sebastian DörnThomas Thierauf,2008,https://link.springer.com/chapter/10.1007/978-3-540-77566-9_44,Conference paper
PSO Combined with ILS for Flowshop-Based Parallel Task Assignment Problem,Advances in Computation and Intelligence,,,,10.1007/978-3-540-92137-0_90,Runpeng LiangJiaxiang LuoQingqiang YangWenfeng Luo,2008,https://link.springer.com/chapter/10.1007/978-3-540-92137-0_90,Conference paper
Quantum Property Testing of Group Solvability,LATIN 2008: Theoretical Informatics,,,,10.1007/978-3-540-78773-0_66,Yoshifumi InuiFrançois Le Gall,2008,https://link.springer.com/chapter/10.1007/978-3-540-78773-0_66,Conference paper
From High-Level Model to Branch-and-Price Solution in G12,Integration of AI and OR Techniques in Constraint Programming for Combinatorial Optimization Problems,,,,10.1007/978-3-540-68155-7_18,Jakob PuchingerPeter J. StuckeyMark WallaceSebastian Brand,2008,https://link.springer.com/chapter/10.1007/978-3-540-68155-7_18,Conference paper
A Class of Random Fuzzy Programming and Its Hybrid PSO Algorithm,Advanced Intelligent Computing Theories and Applications. With Aspects of Artificial Intelligence,,,,10.1007/978-3-540-85984-0_38,Yankui LiuXuejie BaiFang-Fang Hao,2008,https://link.springer.com/chapter/10.1007/978-3-540-85984-0_38,Conference paper
A Novel Pen-Based Flowchart Recognition System for Programming Teaching,Advances in Blended Learning,,,,10.1007/978-3-540-89962-4_6,Zhenming YuanHong PanLiang Zhang,2008,https://link.springer.com/chapter/10.1007/978-3-540-89962-4_6,Conference paper
A Hybrid Fault-Tolerant Algorithm for MPLS Networks,Wired/Wireless Internet Communications,,,,10.1007/978-3-540-68807-5_4,Maria HadjionaChryssis GeorgiouMaria PapaVasos Vassiliou,2008,https://link.springer.com/chapter/10.1007/978-3-540-68807-5_4,Conference paper
MPI Must Evolve or Die,Recent Advances in Parallel Virtual Machine and Message Passing Interface,,,,10.1007/978-3-540-87475-1_4,Al Geist,2008,https://link.springer.com/chapter/10.1007/978-3-540-87475-1_4,Conference paper
Nested Partitioning for the Minimum Energy Broadcast Problem,Learning and Intelligent Optimization,,,,10.1007/978-3-540-92695-5_1,Sameh Al-ShihabiPeter MerzSteffen Wolf,2008,https://link.springer.com/chapter/10.1007/978-3-540-92695-5_1,Conference paper
Solving Three-Objective Optimization Problems Using a New Hybrid Cellular Genetic Algorithm,Parallel Problem Solving from Nature – PPSN X,,,,10.1007/978-3-540-87700-4_66,Juan José DurilloAntonio Jesús NebroFrancisco LunaEnrique Alba,2008,https://link.springer.com/chapter/10.1007/978-3-540-87700-4_66,Conference paper
Quantum Walk Based Search Algorithms,Theory and Applications of Models of Computation,,,,10.1007/978-3-540-79228-4_3,Miklos Santha,2008,https://link.springer.com/chapter/10.1007/978-3-540-79228-4_3,Conference paper
Assume-Guarantee Verification for Interface Automata,FM 2008: Formal Methods,,,,10.1007/978-3-540-68237-0_10,Michael EmmiDimitra GiannakopoulouCorina S. Păsăreanu,2008,https://link.springer.com/chapter/10.1007/978-3-540-68237-0_10,Conference paper
Parallel Algorithm for Simulation of Circuit and One-Way Quantum Computation Models,Parallel Processing and Applied Mathematics,,,,10.1007/978-3-540-68111-3_55,Marek Sawerwain,2008,https://link.springer.com/chapter/10.1007/978-3-540-68111-3_55,Conference paper
Side Channels in the McEliece PKC,Post-Quantum Cryptography,,,,10.1007/978-3-540-88403-3_15,Falko StrenzkeErik TewsH. Gregor MolterRaphael OverbeckAbdulhadi Shoufan,2008,https://link.springer.com/chapter/10.1007/978-3-540-88403-3_15,Conference paper
Grid Computing: A Case Study in Hybrid GMRES Method,Network and Parallel Computing,,,,10.1007/978-3-540-88140-7_26,Ye ZhangGuy BergereSerge Petiton,2008,https://link.springer.com/chapter/10.1007/978-3-540-88140-7_26,Conference paper
Monitoring Temporal Properties of Stochastic Systems,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-540-78163-9_25,A. Prasad SistlaAbhigna R. Srinivas,2008,https://link.springer.com/chapter/10.1007/978-3-540-78163-9_25,Conference paper
A Study of Schedule Robustness for Job Shop with Uncertainty,Advances in Artificial Intelligence – IBERAMIA 2008,,,,10.1007/978-3-540-88309-8_4,Inés González-RodríguezJorge PuenteRamiro VarelaCamino R. Vela,2008,https://link.springer.com/chapter/10.1007/978-3-540-88309-8_4,Conference paper
Particle Swarm Optimization for Two-Stage FLA Problem with Fuzzy Random Demands,Advances in Neural Networks - ISNN 2008,,,,10.1007/978-3-540-87732-5_86,Yankui LiuSiyuan ShenRui Qin,2008,https://link.springer.com/chapter/10.1007/978-3-540-87732-5_86,Conference paper
Solving Dense Linear Systems on Graphics Processors,Euro-Par 2008 – Parallel Processing,,,,10.1007/978-3-540-85451-7_79,Sergio BarrachinaMaribel CastilloFrancisco D. IgualRafael MayoEnrique S. Quintana-Ortí,2008,https://link.springer.com/chapter/10.1007/978-3-540-85451-7_79,Conference paper
Evaluation of Ecological Conditions Using Bioindicators: Application of Fuzzy Modeling,Computational Science and Its Applications – ICCSA 2008,,,,10.1007/978-3-540-69839-5_36,Michael ArkhipovElena KruegerDmitry Kurtener,2008,https://link.springer.com/chapter/10.1007/978-3-540-69839-5_36,Conference paper
A New Quantum Evolutionary Local Search Algorithm for MAX 3-SAT Problem,Hybrid Artificial Intelligence Systems,,,,10.1007/978-3-540-87656-4_22,Abdesslem LayebDjamel-Eddine Saidouni,2008,https://link.springer.com/chapter/10.1007/978-3-540-87656-4_22,Conference paper
Generation and Recognition of Digital Planes Using Multi-dimensional Continued Fractions,Discrete Geometry for Computer Imagery,,,,10.1007/978-3-540-79126-3_5,Thomas Fernique,2008,https://link.springer.com/chapter/10.1007/978-3-540-79126-3_5,Conference paper
Study on Discretization in Rough Set Via Modified Quantum Genetic Algorithm,Advanced Intelligent Computing Theories and Applications. With Aspects of Artificial Intelligence,,,,10.1007/978-3-540-85984-0_37,Shuhong ChenXiaofeng Yuan,2008,https://link.springer.com/chapter/10.1007/978-3-540-85984-0_37,Conference paper
Improvements in Recall and Precision in Wolters Kluwer Spain Legal Search Engine,Computable Models of the Law,,,,10.1007/978-3-540-85569-9_9,Angel Sancho FerrerJose Manuel Mateo RiveroAlejandro Mesas García,2008,https://link.springer.com/chapter/10.1007/978-3-540-85569-9_9,Conference paper
Evolving Neural Network Using Genetic Simulated Annealing Algorithms for Multi-spectral Image Classification,Advances in Neural Networks - ISNN 2008,,,,10.1007/978-3-540-87734-9_34,Xiaoyang FuChen Guo,2008,https://link.springer.com/chapter/10.1007/978-3-540-87734-9_34,Conference paper
Learning to Trade with Incremental Support Vector Regression Experts,Hybrid Artificial Intelligence Systems,,,,10.1007/978-3-540-87656-4_73,Giovanni MontanaFrancesco Parrella,2008,https://link.springer.com/chapter/10.1007/978-3-540-87656-4_73,Conference paper
A Wavelet Based Multi Scale VaR Model for Agricultural Market,"Modelling, Computation and Optimization in Information Systems and Management Sciences",,,,10.1007/978-3-540-87477-5_46,Kaijian HeKin Keung LaiSy-Ming GuuJinlong Zhang,2008,https://link.springer.com/chapter/10.1007/978-3-540-87477-5_46,Conference paper
Modeling and Synthesis of Computational Efficient Adaptive Neuro-Fuzzy Systems Based on Matlab,Artificial Neural Networks - ICANN 2008,,,,10.1007/978-3-540-87559-8_14,Guillermo BosqueJavier EchanobeInés del CampoJosé M. Tarela,2008,https://link.springer.com/chapter/10.1007/978-3-540-87559-8_14,Conference paper
Choosing Leaders for Multi-objective PSO Algorithms Using Differential Evolution,Simulated Evolution and Learning,,,,10.1007/978-3-540-89694-4_26,Upali WickramasingheXiaodong Li,2008,https://link.springer.com/chapter/10.1007/978-3-540-89694-4_26,Conference paper
Cooperative Particle Swarm Optimization for the Delay Constrained Least Cost Path Problem,Evolutionary Computation in Combinatorial Optimization,,,,10.1007/978-3-540-78604-7_3,Ammar W. MohemmedMengjie ZhangNirod Chandra Sahoo,2008,https://link.springer.com/chapter/10.1007/978-3-540-78604-7_3,Conference paper
Some Observations on Two-Way Finite Automata with Quantum and Classical States,Advanced Intelligent Computing Theories and Applications. With Aspects of Theoretical and Methodological Issues,,,,10.1007/978-3-540-87442-3_1,Daowen Qiu,2008,https://link.springer.com/chapter/10.1007/978-3-540-87442-3_1,Conference paper
A Simulation Study of Routing Performance in Realistic Urban Scenarios for MANETs,Ant Colony Optimization and Swarm Intelligence,,,,10.1007/978-3-540-87527-7_19,Gianni A. Di CaroFrederick DucatelleLuca M. Gambardella,2008,https://link.springer.com/chapter/10.1007/978-3-540-87527-7_19,Conference paper
An Island Based Hybrid Evolutionary Algorithm for Optimization,Simulated Evolution and Learning,,,,10.1007/978-3-540-89694-4_19,Changhe LiShengxiang Yang,2008,https://link.springer.com/chapter/10.1007/978-3-540-89694-4_19,Conference paper
"Linear-algebraic λ-calculus: higher-order, encodings, and confluence.",Rewriting Techniques and Applications,,,,10.1007/978-3-540-70590-1_2,Pablo ArrighiGilles Dowek,2008,https://link.springer.com/chapter/10.1007/978-3-540-70590-1_2,Conference paper
Protein Structure Prediction with Large Neighborhood Constraint Programming Search,Principles and Practice of Constraint Programming,,,,10.1007/978-3-540-85958-1_6,Ivan DotuManuel CebriánPascal Van HentenryckPeter Clote,2008,https://link.springer.com/chapter/10.1007/978-3-540-85958-1_6,Conference paper
Verification of a Hierarchical Generic Mutual Exclusion Algorithm,Formal Techniques for Networked and Distributed Systems – FORTE 2008,,,,10.1007/978-3-540-68855-6_7,Souheib BaarirJulien SopenaFabrice Legond-Aubry,2008,https://link.springer.com/chapter/10.1007/978-3-540-68855-6_7,Conference paper
A Proposal to Hybridize Multi-Objective Evolutionary Algorithms with Non-gradient Mathematical Programming Techniques,Parallel Problem Solving from Nature – PPSN X,,,,10.1007/978-3-540-87700-4_83,Saúl Zapotecas MartínezCarlos A. Coello Coello,2008,https://link.springer.com/chapter/10.1007/978-3-540-87700-4_83,Conference paper
A Study of Convergence Speed in Multi-objective Metaheuristics,Parallel Problem Solving from Nature – PPSN X,,,,10.1007/978-3-540-87700-4_76,Antonio Jesús NebroJuan José DurilloCarlos A. Coello CoelloFrancisco LunaEnrique Alba,2008,https://link.springer.com/chapter/10.1007/978-3-540-87700-4_76,Conference paper
Quantum and Randomized Lower Bounds for Local Search on Vertex-Transitive Graphs,"Approximation, Randomization and Combinatorial Optimization. Algorithms and Techniques",,,,10.1007/978-3-540-85363-3_31,Hang DinhAlexander Russell,2008,https://link.springer.com/chapter/10.1007/978-3-540-85363-3_31,Conference paper
