Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
E-Government – New Challenges Ahead,"Technology-Enabled Innovation for Democracy, Government and Governance",,,,10.1007/978-3-642-40160-2_2,Roland Traunmüller,2013,https://link.springer.com/chapter/10.1007/978-3-642-40160-2_2,Conference paper
Time-Stealer: A Stealthy Threat for Virtualization Scheduler and Its Countermeasures,Information and Communications Security,,,,10.1007/978-3-319-02726-5_8,Hong RongMing XianHuimei WangJiangyong Shi,2013,https://link.springer.com/chapter/10.1007/978-3-319-02726-5_8,Conference paper
Task Scheduling Optimization in Cloud Computing Applying Multi-Objective Particle Swarm Optimization,Service-Oriented Computing,,,,10.1007/978-3-642-45005-1_17,Fahimeh RamezaniJie LuFarookh Hussain,2013,https://link.springer.com/chapter/10.1007/978-3-642-45005-1_17,Conference paper
Proxy Service for Multi-tenant Database Access,"Availability, Reliability, and Security in Information Systems and HCI",,,,10.1007/978-3-642-40511-2_8,Haitham YaishMadhu GoyalGeorge Feuerlicht,2013,https://link.springer.com/chapter/10.1007/978-3-642-40511-2_8,Conference paper
Information as “Commons”: Applying Design Principles to ICTD Projects,Grand Successes and Failures in IT. Public and Private Sectors,,,,10.1007/978-3-642-38862-0_25,V. L. V. Kameswari,2013,https://link.springer.com/chapter/10.1007/978-3-642-38862-0_25,Conference paper
Quantum Reactive Scattering Calculations on GPU,Computational Science and Its Applications – ICCSA 2012,,,,10.1007/978-3-642-31125-3_23,Leonardo PacificiDanilo NalliAntonio Laganà,2012,https://link.springer.com/chapter/10.1007/978-3-642-31125-3_23,Conference paper
Geoinformatics Production for Urban Disasters Risk Reduction: A Zero Cost Solution,Geo-Informatics in Resource Management and Sustainable Ecosystem,,,,10.1007/978-3-642-45025-9_32,Zhichong ZouXunguo Lin,2013,https://link.springer.com/chapter/10.1007/978-3-642-45025-9_32,Conference paper
Correlation Based Feature Selection Using Quantum Bio Inspired Estimation of Distribution Algorithm,Multi-disciplinary Trends in Artificial Intelligence,,,,10.1007/978-3-642-35455-7_29,Omar S. SolimanAliaa Rassem,2012,https://link.springer.com/chapter/10.1007/978-3-642-35455-7_29,Conference paper
Deriving Ephemeral Authentication Using Channel Axioms,Security Protocols XVII,,,,10.1007/978-3-642-36213-2_27,Dusko PavlovicCatherine Meadows,2013,https://link.springer.com/chapter/10.1007/978-3-642-36213-2_27,Conference paper
Evaluating Dynamic Ontologies,"Knowledge Discovery, Knowledge Engineering and Knowledge Management",,,,10.1007/978-3-642-29764-9_18,Jaimie MurdockCameron BucknerColin Allen,2013,https://link.springer.com/chapter/10.1007/978-3-642-29764-9_18,Conference paper
A Qualitative Comparison of the Suitability of Four Theorem Provers for Basic Auction Theory,Intelligent Computer Mathematics,,,,10.1007/978-3-642-39320-4_13,Christoph LangeMarco B. CaminatiManfred KerberTill MossakowskiColin RowatMakarius WenzelWolfgang Windsteiger,2013,https://link.springer.com/chapter/10.1007/978-3-642-39320-4_13,Conference paper
"Mathematical Practice, Crowdsourcing, and Social Machines",Intelligent Computer Mathematics,,,,10.1007/978-3-642-39320-4_7,Ursula MartinAlison Pease,2013,https://link.springer.com/chapter/10.1007/978-3-642-39320-4_7,Conference paper
A Proposal for SMS Security Using NTRU Cryptosystem,"Quality, Reliability, Security and Robustness in Heterogeneous Networks",,,,10.1007/978-3-642-37949-9_62,Ashok Kumar NandaLalit Kumar Awasthi,2013,https://link.springer.com/chapter/10.1007/978-3-642-37949-9_62,Conference paper
Proposal of an Interoperability Standard Supporting PLM and Knowledge Sharing,Advances in Production Management Systems. Sustainable Production and Service Supply Chains,,,,10.1007/978-3-642-41263-9_35,Simone ParrottaJacopo CassinaSergio TerziMarco TaischDavid PotterKary Främling,2013,https://link.springer.com/chapter/10.1007/978-3-642-41263-9_35,Conference paper
How to Carve up the World: Learning and Collaboration for Structure Recommendation,Ubiquitous Social Media Analysis,,,,10.1007/978-3-642-45392-2_1,Mathias VerbekeIlija SubašićBettina Berendt,2013,https://link.springer.com/chapter/10.1007/978-3-642-45392-2_1,Conference paper
FPGA-Based High-Speed Authenticated Encryption System,VLSI-SoC: From Algorithms to Circuits and System-on-Chip Design,,,,10.1007/978-3-642-45073-0_1,Michael MuehlberghuberChristoph KellerFrank K. GürkaynakNorbert Felber,2013,https://link.springer.com/chapter/10.1007/978-3-642-45073-0_1,Conference paper
The Spatial Analysis of Weibo Check-in Data—— The Case Study of Wuhan,Geo-Informatics in Resource Management and Sustainable Ecosystem,,,,10.1007/978-3-642-41908-9_49,Mingye BaoNanhai YangLiang ZhouYizhen LaoYun ZhangYangge Tian,2013,https://link.springer.com/chapter/10.1007/978-3-642-41908-9_49,Conference paper
FlexiDex: Flexible Indexing for Similarity Search with Logic-Based Query Models,Advances in Databases and Information Systems,,,,10.1007/978-3-642-40683-6_21,Marcel ZierenbergMaria Bertram,2013,https://link.springer.com/chapter/10.1007/978-3-642-40683-6_21,Conference paper
Web-Based Exploration of Photos with Time and Geospace,Web Information Systems and Technologies,,,,10.1007/978-3-642-36608-6_10,Dinh Quyen NguyenHeidrun Schumann,2013,https://link.springer.com/chapter/10.1007/978-3-642-36608-6_10,Conference paper
Improving NDT with Automatic Test Case Generation,Building Sustainable Information Systems,,,,10.1007/978-1-4614-7540-8_14,J. GutiérrezM. J. EscalonaM. MejíasF. DomínguezC. R. Cutilla,2013,https://link.springer.com/chapter/10.1007/978-1-4614-7540-8_14,Conference paper
Subject-Oriented Semantic Knowledge Warehouse (SSKW) to Support Cognitive DSS,On the Move to Meaningful Internet Systems: OTM 2013 Conferences,,,,10.1007/978-3-642-41030-7_20,Tasneem MemonJie LuFarookh Khadeer HussainRajan Rauniyar,2013,https://link.springer.com/chapter/10.1007/978-3-642-41030-7_20,Conference paper
Code Based Cryptography and Steganography,Algebraic Informatics,,,,10.1007/978-3-642-40663-8_5,Pascal Véron,2013,https://link.springer.com/chapter/10.1007/978-3-642-40663-8_5,Conference paper
On the Origin of Yet another Channel (Transcript of Discussion),Security Protocols XXI,,,,10.1007/978-3-642-41717-7_27,Petr Švenda,2013,https://link.springer.com/chapter/10.1007/978-3-642-41717-7_27,Conference paper
Computational Fuzzy Extractors,Advances in Cryptology - ASIACRYPT 2013,,,,10.1007/978-3-642-42033-7_10,Benjamin FullerXianrui MengLeonid Reyzin,2013,https://link.springer.com/chapter/10.1007/978-3-642-42033-7_10,Conference paper
On the Synergy of Probabilistic Causality Computation and Causality Checking,Model Checking Software,,,,10.1007/978-3-642-39176-7_16,Florian Leitner-FischerStefan Leue,2013,https://link.springer.com/chapter/10.1007/978-3-642-39176-7_16,Conference paper
Spectrum Allocation in Cognitive Radio Networks Using Firefly Algorithm,"Swarm, Evolutionary, and Memetic Computing",,,,10.1007/978-3-319-03753-0_33,Kiran Kumar AnumandlaShravan KudikalaBharadwaj Akella VenkataSamrat L. Sabat,2013,https://link.springer.com/chapter/10.1007/978-3-319-03753-0_33,Conference paper
Personalized Remotely Monitored Healthcare in Low-Income Countries through Ambient Intelligence,Evolving Ambient Intelligence,,,,10.1007/978-3-319-04406-4_19,Soenke ZiescheSahar Motallebi,2013,https://link.springer.com/chapter/10.1007/978-3-319-04406-4_19,Conference paper
Feature Subset Selection Using Binary Gravitational Search Algorithm for Intrusion Detection System,Intelligent Information and Database Systems,,,,10.1007/978-3-642-36543-0_39,Amir Rajabi BehjatAida MustaphaHossein Nezamabadi–pourMd. Nasir SulaimanNorwati Mustapha,2013,https://link.springer.com/chapter/10.1007/978-3-642-36543-0_39,Conference paper
NARGES: Prediction Model for Informed Routing in a Communications Network,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-3-642-37453-1_27,Hooman HomayounfardPaul J. KennedyRobin Braun,2013,https://link.springer.com/chapter/10.1007/978-3-642-37453-1_27,Conference paper
Generation of Reliable Randomness via Social Phenomena,Model and Data Engineering,,,,10.1007/978-3-642-41366-7_6,Roberto De VirgilioAntonio Maccioni,2013,https://link.springer.com/chapter/10.1007/978-3-642-41366-7_6,Conference paper
Swarming Estimation of Realistic Mental Models,Multi-Agent-Based Simulation XIII,,,,10.1007/978-3-642-38859-0_4,H. Van Dyke ParunakSven BruecknerElizabeth A. DownsLaura Sappelsa,2013,https://link.springer.com/chapter/10.1007/978-3-642-38859-0_4,Conference paper
D-FLIP: Dynamic and Flexible Interactive PhotoShow,Advances in Computer Entertainment,,,,10.1007/978-3-319-03161-3_31,Chi Thanh ViKazuki TakashimaHitomi YokoyamaGengdai LiuYuichi ItohSriram SubramanianYoshifumi Kitamura,2013,https://link.springer.com/chapter/10.1007/978-3-319-03161-3_31,Conference paper
An Enhanced Mental Model Elicitation Technique to Improve Mental Model Accuracy,Neural Information Processing,,,,10.1007/978-3-642-42054-2_11,Tasneem MemonJie LuFarookh Khadeer Hussain,2013,https://link.springer.com/chapter/10.1007/978-3-642-42054-2_11,Conference paper
Optimal Allocation for Chunked-Reward Advertising,Web and Internet Economics,,,,10.1007/978-3-642-45046-4_24,Weihao KongJian LiTie-Yan LiuTao Qin,2013,https://link.springer.com/chapter/10.1007/978-3-642-45046-4_24,Conference paper
An Improved Discrete Artificial Bee Colony Algorithm for Hybrid Flow Shop Problems,Intelligent Computing for Sustainable Energy and Environment,,,,10.1007/978-3-642-37105-9_33,Zhe CuiXingsheng Gu,2013,https://link.springer.com/chapter/10.1007/978-3-642-37105-9_33,Conference paper
How to Avoid the Breakdown of Public Key Infrastructures,"Public Key Infrastructures, Services and Applications",,,,10.1007/978-3-642-40012-4_4,Johannes BraunAndreas HülsingAlex WiesmaierMartín A. G. VigilJohannes Buchmann,2013,https://link.springer.com/chapter/10.1007/978-3-642-40012-4_4,Conference paper
A Grid Execution Model for Computational Chemistry Applications Using the GC3Pie Framework and the AppPot VM Environment,Computational Science and Its Applications – ICCSA 2012,,,,10.1007/978-3-642-31125-3_31,Alessandro CostantiniRiccardo MurriSergio MaffiolettiAntonio Laganà,2012,https://link.springer.com/chapter/10.1007/978-3-642-31125-3_31,Conference paper
"Detecting Traditional Packers, Decisively","Research in Attacks, Intrusions, and Defenses",,,,10.1007/978-3-642-41284-4_10,Denis BuenoKevin J. ComptonKarem A. SakallahMichael Bailey,2013,https://link.springer.com/chapter/10.1007/978-3-642-41284-4_10,Conference paper
The Significance of Natural Computing for Considering Computational Aesthetics of Nature,Natural Computing and Beyond,,,,10.1007/978-4-431-54394-7_11,Fuminori Akiba,2013,https://link.springer.com/chapter/10.1007/978-4-431-54394-7_11,Conference paper
"Universal Intelligence, Creativity, and Trust in Emerging Global Expert Systems",Artificial Intelligence and Soft Computing,,,,10.1007/978-3-642-38610-7_53,Andrzej M. J. Skulimowski,2013,https://link.springer.com/chapter/10.1007/978-3-642-38610-7_53,Conference paper
"Real, Complex, and Binary Semantic Vectors",Quantum Interaction,,,,10.1007/978-3-642-35659-9_3,Dominic WiddowsTrevor Cohen,2012,https://link.springer.com/chapter/10.1007/978-3-642-35659-9_3,Conference paper
A New Representation of Two-Dimensional Patterns and Applications to Interactive Programming,Fundamentals of Software Engineering,,,,10.1007/978-3-642-40213-5_12,I.T. Banu-DemergianC.I. PaduraruG. Stefanescu,2013,https://link.springer.com/chapter/10.1007/978-3-642-40213-5_12,Conference paper
Representational Practices in Demands Driven Development of Public Sector,Electronic Government,,,,10.1007/978-3-642-40358-3_17,Johanna SefyrinKatarina L GidlundKarin Danielsson ÖbergAnnelie Ekelin,2013,https://link.springer.com/chapter/10.1007/978-3-642-40358-3_17,Conference paper
Dynamic Resource Operation and Power Model for IP-over-WSON Networks,Advances in Communication Networking,,,,10.1007/978-3-642-40552-5_1,Uwe BauknechtFrank Feller,2013,https://link.springer.com/chapter/10.1007/978-3-642-40552-5_1,Conference paper
Factoring RSA Keys from Certified Smart Cards: Coppersmith in the Wild,Advances in Cryptology - ASIACRYPT 2013,,,,10.1007/978-3-642-42045-0_18,Daniel J. BernsteinYun-An ChangChen-Mou ChengLi-Ping ChouNadia HeningerTanja LangeNicko van Someren,2013,https://link.springer.com/chapter/10.1007/978-3-642-42045-0_18,Conference paper
The Price Is Right,Database and Expert Systems Applications,,,,10.1007/978-3-642-40173-2_31,Ruiming TangHuayu WuZhifeng BaoStéphane BressanPatrick Valduriez,2013,https://link.springer.com/chapter/10.1007/978-3-642-40173-2_31,Conference paper
A New Open Architechture of Automotive Electronic Control System,Information and Business Intelligence,,,,10.1007/978-3-642-29087-9_111,Ning Chen,2012,https://link.springer.com/chapter/10.1007/978-3-642-29087-9_111,Conference paper
Concurrent Flexible Reversibility,Programming Languages and Systems,,,,10.1007/978-3-642-37036-6_21,Ivan LaneseMichael LienhardtClaudio Antares MezzinaAlan SchmittJean-Bernard Stefani,2013,https://link.springer.com/chapter/10.1007/978-3-642-37036-6_21,Conference paper
Multi Reference versus Coupled Cluster ab Initio Calculations for the N2 + N2 Reaction Channels,Computational Science and Its Applications – ICCSA 2013,,,,10.1007/978-3-642-39637-3_3,Leonardo PacificiMarco VerdicchioAntonio Laganà,2013,https://link.springer.com/chapter/10.1007/978-3-642-39637-3_3,Conference paper
Reduction of Bullwhip Effect in Supply Chain through Improved Forecasting Method: An Integrated DWT and SVM Approach,"Swarm, Evolutionary, and Memetic Computing",,,,10.1007/978-3-319-03756-1_7,Sanjita JaipuriaS. S. Mahapatra,2013,https://link.springer.com/chapter/10.1007/978-3-319-03756-1_7,Conference paper
Evolving Security Requirements in Multi-layered Service-Oriented-Architectures,Data Privacy Management and Autonomous Spontaneus Security,,,,10.1007/978-3-642-28879-1_13,Muhammad Sabir IdreesGabriel SermeYves RoudierAnderson Santana De OliveiraHerve GrallMario Südholt,2012,https://link.springer.com/chapter/10.1007/978-3-642-28879-1_13,Conference paper
Towards Evolutionary Multimodal Interaction,On the Move to Meaningful Internet Systems: OTM 2012 Workshops,,,,10.1007/978-3-642-33618-8_80,Maria Chiara CascheraArianna D’UliziaFernando FerriPatrizia Grifoni,2012,https://link.springer.com/chapter/10.1007/978-3-642-33618-8_80,Conference paper
Improved (Hierarchical) Inner-Product Encryption from Lattices,Public-Key Cryptography – PKC 2013,,,,10.1007/978-3-642-36362-7_15,Keita Xagawa,2013,https://link.springer.com/chapter/10.1007/978-3-642-36362-7_15,Conference paper
Enhanced Semantic TV-Show Representation for Personalized Electronic Program Guides,"User Modeling, Adaptation, and Personalization",,,,10.1007/978-3-642-31454-4_16,Cataldo MustoFedelucio NarducciPasquale LopsGiovanni SemeraroMarco de GemmisMauro BarbieriJan KorstVerus PronkRamon Clout,2012,https://link.springer.com/chapter/10.1007/978-3-642-31454-4_16,Conference paper
MapBiquitous – An Approach for Integrated Indoor/Outdoor Location-Based Services,"Mobile Computing, Applications, and Services",,,,10.1007/978-3-642-32320-1_6,Thomas Springer,2012,https://link.springer.com/chapter/10.1007/978-3-642-32320-1_6,Conference paper
Object-Oriented Service Clouds for Transdisciplinary Computing,Cloud Computing and Services Science,,,,10.1007/978-1-4614-2326-3_1,Michael Sobolewski,2012,https://link.springer.com/chapter/10.1007/978-1-4614-2326-3_1,Conference paper
Fully Anonymous Attribute Tokens from Lattices,Security and Cryptography for Networks,,,,10.1007/978-3-642-32928-9_4,Jan CamenischGregory NevenMarkus Rückert,2012,https://link.springer.com/chapter/10.1007/978-3-642-32928-9_4,Conference paper
ExoGENI: A Multi-domain Infrastructure-as-a-Service Testbed,Testbeds and Research Infrastructure. Development of Networks and Communities,,,,10.1007/978-3-642-35576-9_12,Ilia BaldineYufeng XinAnirban MandalPaul RuthChris HeermanJeff Chase,2012,https://link.springer.com/chapter/10.1007/978-3-642-35576-9_12,Conference paper
A Simulation Framework for Scheduling Performance Evaluation on CPU-GPU Heterogeneous System,Computational Science and Its Applications – ICCSA 2012,,,,10.1007/978-3-642-31128-4_34,Flavio VellaIgor NeriOsvaldo GervasiSergio Tasso,2012,https://link.springer.com/chapter/10.1007/978-3-642-31128-4_34,Conference paper
